0,	1,	2,	3,	4,	5,	6,	7,	8,	9,	10,	11,	12,	13,	14,	15,	16,	17,	18,	19,	20,	21,	22,	23,	24,	25,	26,	27,	28,	29,	30,	31,	32,	33,	34,	35,	36,	37,	38,	39,	40,	41,	42,	43,	44,	45,	46,	47,	48,	49,	50,	51,	52,	53,	54,	55,	56,	57,	58,	59,	60,	61,	62,	63,	64,	65,	66,	67,	68,	69,	70,	71,	72,	73,	74,	75,	76,	77,	78,	79,	80,	81,	82,	83,	84,	85,	86,	87,	88,	89,	90,	91,	92,	93,	94,	95,	96,	97,	98,	99,	100,	101,	102,	103,	104,	105,	106,	107,	108,	109,	110,	111,	112,	113,	114,	115,	116,	117,	118,	119,	120,	121,	122,	123,	124,	125,	126,	127,	128,	129,	130,	131,	132,	133,	134,	135,	136,	137,	138,	139,	140,	141,	142,	143,	144,	145,	146,	147,	148,	149,	150,	151,	152,	153,	154,	155,	156,	157,	158,	159,	160,	161,	162,	163,	164,	165,	166,	167,	168,	169,	170,	171,	172,	173,	174,	175,	176,	177,	178,	179,	180,	181,	182,	183,	184,	185,	186,	187,	188,	189,	190,	191,	192,	193,	194,	195,	196,	197,	198,	199,	200,	201
0.226,	0.61458,	0.62572,	0.636775,	0.647743,	0.658619,	0.6694,	0.680081,	0.690658,	0.701126,	0.711479,	0.721713,	0.731822,	0.741799,	0.751637,	0.76133,	0.770869,	0.780246,	0.789452,	0.798477,	0.80731,	0.815938,	0.824349,	0.832527,	0.840456,	0.848116,	0.855486,	0.862542,	0.869254,	0.875588,	0.881504,	0.886951,	0.891867,	0.896175,	0.899772,	0.902525,	0.904253,	0.904706,	0.903543,	0.900269,	0.894184,	0.884281,	0.869118,	0.846652,	0.814059,	0.767598,	0.702667,	0.614315,	0.498496,	0.354094,	0.18518,	0.00249179,	-0.183248,	-0.355404,	-0.499926,	-0.615265,	-0.703093,	-0.767693,	-0.814027,	-0.846608,	-0.869102,	-0.884296,	-0.894219,	-0.900312,	-0.903585,	-0.904741,	-0.904274,	-0.902538,	-0.899782,	-0.896183,	-0.891874,	-0.886956,	-0.881508,	-0.875592,	-0.869257,	-0.862545,	-0.855489,	-0.848118,	-0.840458,	-0.832529,	-0.824351,	-0.81594,	-0.807311,	-0.798478,	-0.789453,	-0.780247,	-0.77087,	-0.761331,	-0.751638,	-0.741799,	-0.731823,	-0.721714,	-0.71148,	-0.701126,	-0.690658,	-0.680082,	-0.6694,	-0.65862,	-0.647743,	-0.636776,	-0.62572,	-0.614581,	-0.603361,	-0.592064,	-0.580693,	-0.56925,	-0.55774,	-0.546163,	-0.534524,	-0.522824,	-0.511066,	-0.499252,	-0.487384,	-0.475464,	-0.463496,	-0.451479,	-0.439417,	-0.427311,	-0.415163,	-0.402975,	-0.390748,	-0.378483,	-0.366184,	-0.35385,	-0.341485,	-0.329088,	-0.316661,	-0.304206,	-0.291725,	-0.279218,	-0.266687,	-0.254132,	-0.241556,	-0.22896,	-0.216344,	-0.20371,	-0.191059,	-0.178392,	-0.165711,	-0.153016,	-0.140308,	-0.127589,	-0.11486,	-0.102121,	-0.0893743,	-0.0766203,	-0.0638601,	-0.0510947,	-0.0383253,	-0.0255529,	-0.0127786,	-4.96722e-06,	0.0127728,	0.0255517,	0.0383247,	0.0510942,	0.0638596,	0.0766198,	0.0893739,	0.102121,	0.11486,	0.127589,	0.140308,	0.153016,	0.165711,	0.178392,	0.191059,	0.20371,	0.216344,	0.22896,	0.241556,	0.254132,	0.266686,	0.279218,	0.291725,	0.304206,	0.316661,	0.329087,	0.341484,	0.35385,	0.366183,	0.378483,	0.390747,	0.402974,	0.415162,	0.42731,	0.439416,	0.451479,	0.463495,	0.475464,	0.487383,	0.499251,	0.511065,	0.522823,	0.534523,	0.546163,	0.557739,	0.56925,	0.580692,	0.592063,	0.603361,	0.61458
0.227,	0.613177,	0.6243,	0.63534,	0.646294,	0.657157,	0.667926,	0.678596,	0.689163,	0.699622,	0.709969,	0.720197,	0.730301,	0.740275,	0.750112,	0.759806,	0.769347,	0.778729,	0.787942,	0.796975,	0.805819,	0.814461,	0.822888,	0.831086,	0.839037,	0.846724,	0.854125,	0.861215,	0.867966,	0.874345,	0.880311,	0.885814,	0.890795,	0.895175,	0.898855,	0.901701,	0.903534,	0.904107,	0.90308,	0.899962,	0.894053,	0.88435,	0.86941,	0.847187,	0.814849,	0.768634,	0.703906,	0.615663,	0.499797,	0.355147,	0.185781,	0.00251004,	-0.183833,	-0.356465,	-0.501238,	-0.616619,	-0.704333,	-0.768728,	-0.814817,	-0.847144,	-0.869396,	-0.884367,	-0.89409,	-0.900006,	-0.903122,	-0.904141,	-0.903555,	-0.901713,	-0.898864,	-0.895183,	-0.890802,	-0.88582,	-0.880316,	-0.874349,	-0.86797,	-0.861218,	-0.854127,	-0.846726,	-0.839039,	-0.831088,	-0.82289,	-0.814463,	-0.80582,	-0.796976,	-0.787943,	-0.77873,	-0.769348,	-0.759807,	-0.750113,	-0.740276,	-0.730302,	-0.720198,	-0.70997,	-0.699623,	-0.689164,	-0.678597,	-0.667926,	-0.657158,	-0.646294,	-0.635341,	-0.624301,	-0.613177,	-0.601974,	-0.590695,	-0.579342,	-0.567919,	-0.556429,	-0.544873,	-0.533255,	-0.521577,	-0.509841,	-0.498051,	-0.486207,	-0.474311,	-0.462367,	-0.450376,	-0.43834,	-0.42626,	-0.414139,	-0.401978,	-0.389778,	-0.377542,	-0.365271,	-0.352966,	-0.340629,	-0.328261,	-0.315864,	-0.303439,	-0.290988,	-0.278511,	-0.26601,	-0.253487,	-0.240942,	-0.228376,	-0.215792,	-0.20319,	-0.19057,	-0.177935,	-0.165286,	-0.152623,	-0.139948,	-0.127261,	-0.114564,	-0.101858,	-0.0891441,	-0.0764228,	-0.0636954,	-0.050963,	-0.0382265,	-0.025487,	-0.0127456,	-4.94918e-06,	0.0127398,	0.0254858,	0.0382259,	0.0509624,	0.063695,	0.0764224,	0.0891437,	0.101858,	0.114564,	0.127261,	0.139948,	0.152623,	0.165286,	0.177935,	0.19057,	0.203189,	0.215792,	0.228376,	0.240941,	0.253486,	0.26601,	0.278511,	0.290987,	0.303439,	0.315864,	0.328261,	0.340628,	0.352965,	0.36527,	0.377541,	0.389778,	0.401977,	0.414138,	0.42626,	0.438339,	0.450376,	0.462367,	0.474311,	0.486206,	0.49805,	0.509841,	0.521576,	0.533254,	0.544872,	0.556428,	0.567919,	0.579342,	0.590694,	0.601974,	0.613177
0.228,	0.611778,	0.622886,	0.633911,	0.64485,	0.6557,	0.666457,	0.677116,	0.687673,	0.698124,	0.708463,	0.718685,	0.728785,	0.738756,	0.748592,	0.758285,	0.767829,	0.777215,	0.786433,	0.795475,	0.80433,	0.812985,	0.821429,	0.829645,	0.837619,	0.845331,	0.852761,	0.859885,	0.866675,	0.873097,	0.879112,	0.884672,	0.889716,	0.894167,	0.897927,	0.900864,	0.902801,	0.903492,	0.902598,	0.899633,	0.893898,	0.884391,	0.869671,	0.847688,	0.815601,	0.769629,	0.705103,	0.616971,	0.501064,	0.356173,	0.186367,	0.00252797,	-0.184405,	-0.3575,	-0.502515,	-0.617931,	-0.705531,	-0.769723,	-0.815569,	-0.847647,	-0.869659,	-0.88441,	-0.893936,	-0.899678,	-0.902641,	-0.903525,	-0.902821,	-0.900876,	-0.897936,	-0.894175,	-0.889722,	-0.884678,	-0.879117,	-0.873101,	-0.866678,	-0.859888,	-0.852764,	-0.845333,	-0.837621,	-0.829647,	-0.82143,	-0.812987,	-0.804331,	-0.795476,	-0.786434,	-0.777216,	-0.76783,	-0.758286,	-0.748592,	-0.738757,	-0.728786,	-0.718686,	-0.708464,	-0.698125,	-0.687674,	-0.677117,	-0.666457,	-0.655701,	-0.644851,	-0.633911,	-0.622886,	-0.611779,	-0.600593,	-0.589332,	-0.577997,	-0.566594,	-0.555123,	-0.543588,	-0.531991,	-0.520335,	-0.508622,	-0.496855,	-0.485035,	-0.473164,	-0.461244,	-0.449279,	-0.437268,	-0.425214,	-0.41312,	-0.400985,	-0.388813,	-0.376605,	-0.364362,	-0.352085,	-0.339777,	-0.327438,	-0.315071,	-0.302675,	-0.290254,	-0.277807,	-0.265337,	-0.252844,	-0.24033,	-0.227796,	-0.215243,	-0.202672,	-0.190084,	-0.177481,	-0.164863,	-0.152232,	-0.139589,	-0.126935,	-0.11427,	-0.101597,	-0.0889151,	-0.0762264,	-0.0635317,	-0.0508319,	-0.0381281,	-0.0254214,	-0.0127128,	-4.9312e-06,	0.012707,	0.0254202,	0.0381275,	0.0508314,	0.0635312,	0.076226,	0.0889147,	0.101596,	0.11427,	0.126935,	0.139589,	0.152232,	0.164863,	0.177481,	0.190084,	0.202671,	0.215242,	0.227795,	0.24033,	0.252844,	0.265337,	0.277807,	0.290254,	0.302675,	0.31507,	0.327438,	0.339777,	0.352085,	0.364361,	0.376604,	0.388813,	0.400985,	0.413119,	0.425214,	0.437267,	0.449278,	0.461244,	0.473163,	0.485034,	0.496854,	0.508622,	0.520335,	0.531991,	0.543587,	0.555122,	0.566593,	0.577997,	0.589331,	0.600593,	0.611778
0.229,	0.610386,	0.621477,	0.632487,	0.643412,	0.654249,	0.664993,	0.675641,	0.686188,	0.69663,	0.706962,	0.717178,	0.727273,	0.73724,	0.747074,	0.756768,	0.766314,	0.775703,	0.784928,	0.793977,	0.802842,	0.811511,	0.819969,	0.828204,	0.8362,	0.843937,	0.851396,	0.858553,	0.86538,	0.871845,	0.877909,	0.883523,	0.888628,	0.893149,	0.896988,	0.900015,	0.902053,	0.90286,	0.902098,	0.899283,	0.893719,	0.884406,	0.869901,	0.848154,	0.816315,	0.770584,	0.706259,	0.618239,	0.502295,	0.357173,	0.186939,	0.00254556,	-0.184962,	-0.358507,	-0.503756,	-0.619204,	-0.706688,	-0.770678,	-0.816284,	-0.848115,	-0.869891,	-0.884427,	-0.893759,	-0.899329,	-0.902142,	-0.902893,	-0.902073,	-0.900027,	-0.896998,	-0.893158,	-0.888635,	-0.883529,	-0.877914,	-0.87185,	-0.865384,	-0.858556,	-0.851399,	-0.843939,	-0.836202,	-0.828206,	-0.819971,	-0.811512,	-0.802844,	-0.793979,	-0.784929,	-0.775704,	-0.766315,	-0.756769,	-0.747075,	-0.737241,	-0.727273,	-0.717178,	-0.706962,	-0.696631,	-0.686189,	-0.675642,	-0.664994,	-0.654249,	-0.643412,	-0.632487,	-0.621478,	-0.610386,	-0.599217,	-0.587974,	-0.576658,	-0.565274,	-0.553823,	-0.542309,	-0.530733,	-0.519099,	-0.507409,	-0.495664,	-0.483868,	-0.472021,	-0.460127,	-0.448186,	-0.436201,	-0.424174,	-0.412105,	-0.399998,	-0.387853,	-0.375672,	-0.363457,	-0.351209,	-0.338929,	-0.32662,	-0.314281,	-0.301916,	-0.289524,	-0.277107,	-0.264667,	-0.252205,	-0.239722,	-0.227218,	-0.214696,	-0.202156,	-0.1896,	-0.177029,	-0.164443,	-0.151844,	-0.139233,	-0.12661,	-0.113978,	-0.101337,	-0.0886873,	-0.076031,	-0.0633687,	-0.0507015,	-0.0380303,	-0.0253561,	-0.0126802,	-4.91328e-06,	0.0126744,	0.025355,	0.0380297,	0.050701,	0.0633683,	0.0760306,	0.0886869,	0.101336,	0.113978,	0.12661,	0.139232,	0.151843,	0.164443,	0.177028,	0.1896,	0.202156,	0.214696,	0.227218,	0.239721,	0.252205,	0.264667,	0.277107,	0.289524,	0.301915,	0.314281,	0.326619,	0.338929,	0.351209,	0.363457,	0.375672,	0.387853,	0.399997,	0.412105,	0.424173,	0.436201,	0.448185,	0.460126,	0.472021,	0.483867,	0.495664,	0.507408,	0.519099,	0.530733,	0.542308,	0.553822,	0.565273,	0.576657,	0.587973,	0.599217,	0.610386
0.23,	0.608999,	0.620074,	0.631068,	0.641979,	0.652802,	0.663534,	0.674171,	0.684708,	0.695141,	0.705465,	0.715675,	0.725765,	0.735729,	0.745561,	0.755254,	0.764802,	0.774194,	0.783424,	0.792482,	0.801357,	0.810037,	0.818511,	0.826764,	0.83478,	0.842542,	0.85003,	0.857219,	0.864083,	0.87059,	0.8767,	0.882368,	0.887534,	0.892123,	0.89604,	0.899155,	0.901293,	0.902213,	0.90158,	0.898913,	0.893517,	0.884393,	0.870101,	0.848587,	0.816992,	0.771499,	0.707375,	0.619467,	0.503491,	0.358146,	0.187497,	0.00256282,	-0.185505,	-0.359488,	-0.504961,	-0.620437,	-0.707804,	-0.771593,	-0.816962,	-0.848549,	-0.870094,	-0.884416,	-0.893558,	-0.89896,	-0.901624,	-0.902246,	-0.901312,	-0.899167,	-0.89605,	-0.892132,	-0.887541,	-0.882374,	-0.876705,	-0.870594,	-0.864087,	-0.857222,	-0.850032,	-0.842545,	-0.834782,	-0.826766,	-0.818513,	-0.810039,	-0.801358,	-0.792483,	-0.783425,	-0.774195,	-0.764803,	-0.755255,	-0.745562,	-0.73573,	-0.725765,	-0.715675,	-0.705466,	-0.695142,	-0.684709,	-0.674172,	-0.663535,	-0.652803,	-0.64198,	-0.631069,	-0.620074,	-0.608999,	-0.597847,	-0.586621,	-0.575324,	-0.563959,	-0.552528,	-0.541035,	-0.529481,	-0.517869,	-0.506201,	-0.494479,	-0.482706,	-0.470884,	-0.459014,	-0.447098,	-0.435139,	-0.423138,	-0.411096,	-0.399015,	-0.386898,	-0.374744,	-0.362557,	-0.350337,	-0.338086,	-0.325805,	-0.313496,	-0.30116,	-0.288798,	-0.276411,	-0.264001,	-0.251569,	-0.239116,	-0.226644,	-0.214152,	-0.201644,	-0.189119,	-0.176579,	-0.164024,	-0.151457,	-0.138878,	-0.126287,	-0.113687,	-0.101078,	-0.0884607,	-0.0758366,	-0.0632067,	-0.0505718,	-0.037933,	-0.0252912,	-0.0126477,	-4.89543e-06,	0.012642,	0.0252901,	0.0379324,	0.0505712,	0.0632062,	0.0758362,	0.0884603,	0.101077,	0.113687,	0.126287,	0.138877,	0.151457,	0.164024,	0.176578,	0.189119,	0.201643,	0.214152,	0.226643,	0.239116,	0.251569,	0.264001,	0.276411,	0.288797,	0.301159,	0.313496,	0.325805,	0.338086,	0.350337,	0.362557,	0.374744,	0.386897,	0.399015,	0.411095,	0.423137,	0.435139,	0.447098,	0.459014,	0.470883,	0.482706,	0.494479,	0.5062,	0.517868,	0.52948,	0.541034,	0.552528,	0.563958,	0.575324,	0.586621,	0.597847,	0.608999
0.231,	0.607617,	0.618676,	0.629655,	0.640551,	0.651361,	0.662081,	0.672706,	0.683233,	0.693657,	0.703973,	0.714176,	0.724261,	0.734221,	0.744051,	0.753744,	0.763293,	0.772689,	0.781924,	0.790989,	0.799873,	0.808565,	0.817054,	0.825324,	0.833361,	0.841147,	0.848662,	0.855882,	0.862782,	0.86933,	0.875487,	0.881207,	0.886432,	0.891089,	0.895081,	0.898282,	0.900519,	0.90155,	0.901044,	0.898522,	0.893291,	0.884354,	0.870271,	0.848986,	0.817632,	0.772375,	0.708449,	0.620656,	0.504653,	0.359092,	0.188039,	0.00257974,	-0.186034,	-0.360442,	-0.506132,	-0.621631,	-0.708879,	-0.772469,	-0.817603,	-0.84895,	-0.870266,	-0.884379,	-0.893334,	-0.89857,	-0.901089,	-0.901583,	-0.900537,	-0.898295,	-0.895091,	-0.891097,	-0.886439,	-0.881213,	-0.875492,	-0.869334,	-0.862786,	-0.855885,	-0.848664,	-0.841149,	-0.833363,	-0.825326,	-0.817055,	-0.808567,	-0.799874,	-0.79099,	-0.781925,	-0.77269,	-0.763294,	-0.753745,	-0.744052,	-0.734222,	-0.724262,	-0.714177,	-0.703974,	-0.693658,	-0.683234,	-0.672707,	-0.662081,	-0.651362,	-0.640552,	-0.629655,	-0.618676,	-0.607617,	-0.596482,	-0.585274,	-0.573996,	-0.56265,	-0.551239,	-0.539766,	-0.528234,	-0.516643,	-0.504998,	-0.4933,	-0.48155,	-0.469752,	-0.457907,	-0.446016,	-0.434082,	-0.422106,	-0.410091,	-0.398037,	-0.385947,	-0.373821,	-0.361661,	-0.349469,	-0.337247,	-0.324995,	-0.312714,	-0.300407,	-0.288075,	-0.275718,	-0.263338,	-0.250936,	-0.238514,	-0.226072,	-0.213611,	-0.201134,	-0.18864,	-0.176131,	-0.163608,	-0.151072,	-0.138525,	-0.125966,	-0.113398,	-0.10082,	-0.0882352,	-0.0756432,	-0.0630454,	-0.0504427,	-0.0378362,	-0.0252267,	-0.0126154,	-4.87763e-06,	0.0126097,	0.0252255,	0.0378355,	0.0504422,	0.0630449,	0.0756428,	0.0882348,	0.10082,	0.113397,	0.125966,	0.138524,	0.151072,	0.163608,	0.176131,	0.18864,	0.201133,	0.213611,	0.226071,	0.238513,	0.250936,	0.263338,	0.275718,	0.288074,	0.300407,	0.312714,	0.324994,	0.337246,	0.349469,	0.361661,	0.37382,	0.385946,	0.398037,	0.41009,	0.422106,	0.434082,	0.446015,	0.457906,	0.469751,	0.48155,	0.493299,	0.504997,	0.516643,	0.528233,	0.539766,	0.551239,	0.562649,	0.573995,	0.585274,	0.596482,	0.607617
0.232,	0.60624,	0.617283,	0.628247,	0.639129,	0.649925,	0.660632,	0.671246,	0.681763,	0.692177,	0.702485,	0.712682,	0.722761,	0.732718,	0.742546,	0.752238,	0.761787,	0.771186,	0.780426,	0.789498,	0.798391,	0.807095,	0.815598,	0.823885,	0.831942,	0.839751,	0.847292,	0.854544,	0.861479,	0.868067,	0.874269,	0.88004,	0.885324,	0.890046,	0.894113,	0.897399,	0.899731,	0.900873,	0.900491,	0.898111,	0.893042,	0.884289,	0.870412,	0.849353,	0.818237,	0.773212,	0.709483,	0.621805,	0.505779,	0.360013,	0.188568,	0.00259632,	-0.186548,	-0.361369,	-0.507267,	-0.622785,	-0.709914,	-0.773306,	-0.818208,	-0.849318,	-0.870409,	-0.884316,	-0.893087,	-0.89816,	-0.900536,	-0.900905,	-0.89975,	-0.897411,	-0.894123,	-0.890055,	-0.885331,	-0.880047,	-0.874274,	-0.868071,	-0.861483,	-0.854547,	-0.847295,	-0.839753,	-0.831944,	-0.823887,	-0.815599,	-0.807096,	-0.798392,	-0.789499,	-0.780427,	-0.771187,	-0.761788,	-0.752239,	-0.742547,	-0.732719,	-0.722762,	-0.712683,	-0.702486,	-0.692178,	-0.681763,	-0.671247,	-0.660633,	-0.649926,	-0.639129,	-0.628247,	-0.617284,	-0.606241,	-0.595123,	-0.583933,	-0.572673,	-0.561346,	-0.549956,	-0.538503,	-0.526992,	-0.515424,	-0.503801,	-0.492125,	-0.480399,	-0.468625,	-0.456804,	-0.444939,	-0.43303,	-0.42108,	-0.409091,	-0.397064,	-0.385,	-0.372902,	-0.36077,	-0.348606,	-0.336412,	-0.324188,	-0.311937,	-0.299659,	-0.287356,	-0.275028,	-0.262678,	-0.250307,	-0.237914,	-0.225503,	-0.213073,	-0.200626,	-0.188163,	-0.175686,	-0.163194,	-0.15069,	-0.138173,	-0.125646,	-0.11311,	-0.100564,	-0.0880109,	-0.0754509,	-0.062885,	-0.0503144,	-0.0377398,	-0.0251624,	-0.0125833,	-4.8599e-06,	0.0125776,	0.0251613,	0.0377392,	0.0503138,	0.0628845,	0.0754504,	0.0880105,	0.100564,	0.113109,	0.125646,	0.138173,	0.150689,	0.163194,	0.175685,	0.188163,	0.200626,	0.213073,	0.225503,	0.237914,	0.250306,	0.262678,	0.275028,	0.287355,	0.299658,	0.311936,	0.324188,	0.336411,	0.348606,	0.360769,	0.372901,	0.385,	0.397063,	0.40909,	0.42108,	0.433029,	0.444938,	0.456804,	0.468624,	0.480399,	0.492125,	0.5038,	0.515423,	0.526991,	0.538503,	0.549955,	0.561346,	0.572672,	0.583932,	0.595122,	0.60624
0.233,	0.604869,	0.615896,	0.626844,	0.637712,	0.648494,	0.659189,	0.669791,	0.680297,	0.690703,	0.701003,	0.711192,	0.721266,	0.731219,	0.741044,	0.750735,	0.760285,	0.769686,	0.778931,	0.788009,	0.796911,	0.805626,	0.814142,	0.822446,	0.830522,	0.838354,	0.845922,	0.853203,	0.860173,	0.8668,	0.873046,	0.878868,	0.884209,	0.888996,	0.893136,	0.896505,	0.898932,	0.900181,	0.899921,	0.897681,	0.892772,	0.884199,	0.870524,	0.849687,	0.818805,	0.774011,	0.710477,	0.622915,	0.50687,	0.360906,	0.189082,	0.00261254,	-0.187048,	-0.36227,	-0.508367,	-0.623899,	-0.710909,	-0.774104,	-0.818777,	-0.849654,	-0.870523,	-0.884228,	-0.892818,	-0.897731,	-0.899966,	-0.900212,	-0.898949,	-0.896517,	-0.893146,	-0.889004,	-0.884216,	-0.878874,	-0.873052,	-0.866804,	-0.860177,	-0.853206,	-0.845924,	-0.838356,	-0.830524,	-0.822448,	-0.814144,	-0.805628,	-0.796912,	-0.78801,	-0.778932,	-0.769687,	-0.760286,	-0.750736,	-0.741045,	-0.73122,	-0.721267,	-0.711193,	-0.701003,	-0.690703,	-0.680298,	-0.669792,	-0.65919,	-0.648495,	-0.637712,	-0.626845,	-0.615896,	-0.60487,	-0.593769,	-0.582597,	-0.571355,	-0.560048,	-0.548677,	-0.537246,	-0.525755,	-0.514209,	-0.502608,	-0.490956,	-0.479254,	-0.467503,	-0.455707,	-0.443866,	-0.431983,	-0.420059,	-0.408096,	-0.396095,	-0.384058,	-0.371987,	-0.359883,	-0.347747,	-0.335581,	-0.323385,	-0.311163,	-0.298914,	-0.28664,	-0.274342,	-0.262022,	-0.24968,	-0.237318,	-0.224937,	-0.212538,	-0.200121,	-0.187689,	-0.175243,	-0.162782,	-0.150309,	-0.137824,	-0.125328,	-0.112823,	-0.100309,	-0.0877877,	-0.0752595,	-0.0627254,	-0.0501866,	-0.037644,	-0.0250985,	-0.0125514,	-4.84223e-06,	0.0125457,	0.0250974,	0.0376434,	0.0501861,	0.0627249,	0.075259,	0.0877873,	0.100309,	0.112823,	0.125328,	0.137824,	0.150309,	0.162782,	0.175242,	0.187689,	0.200121,	0.212537,	0.224937,	0.237318,	0.24968,	0.262022,	0.274342,	0.28664,	0.298914,	0.311162,	0.323385,	0.33558,	0.347746,	0.359882,	0.371986,	0.384058,	0.396094,	0.408095,	0.420058,	0.431982,	0.443865,	0.455706,	0.467503,	0.479253,	0.490955,	0.502608,	0.514208,	0.525755,	0.537245,	0.548677,	0.560047,	0.571355,	0.582596,	0.593769,	0.604869
0.234,	0.603504,	0.614514,	0.625447,	0.6363,	0.647069,	0.657751,	0.668341,	0.678837,	0.689233,	0.699524,	0.709707,	0.719775,	0.729723,	0.739546,	0.749236,	0.758786,	0.76819,	0.777438,	0.786523,	0.795433,	0.804159,	0.812688,	0.821008,	0.829103,	0.836957,	0.84455,	0.851861,	0.858864,	0.865529,	0.87182,	0.877691,	0.883087,	0.887937,	0.89215,	0.8956,	0.898119,	0.899474,	0.899335,	0.897232,	0.892479,	0.884084,	0.870608,	0.849989,	0.819338,	0.774771,	0.711432,	0.623986,	0.507927,	0.361773,	0.189581,	0.00262841,	-0.187534,	-0.363144,	-0.509433,	-0.624975,	-0.711864,	-0.774864,	-0.819311,	-0.849958,	-0.870609,	-0.884115,	-0.892526,	-0.897283,	-0.89938,	-0.899505,	-0.898137,	-0.895612,	-0.89216,	-0.887946,	-0.883094,	-0.877697,	-0.871825,	-0.865534,	-0.858868,	-0.851864,	-0.844553,	-0.836959,	-0.829105,	-0.82101,	-0.81269,	-0.80416,	-0.795434,	-0.786524,	-0.777439,	-0.768191,	-0.758787,	-0.749237,	-0.739547,	-0.729724,	-0.719776,	-0.709708,	-0.699525,	-0.689233,	-0.678837,	-0.668342,	-0.657751,	-0.647069,	-0.6363,	-0.625447,	-0.614514,	-0.603504,	-0.592421,	-0.581266,	-0.570043,	-0.558755,	-0.547404,	-0.535993,	-0.524524,	-0.513,	-0.501422,	-0.489792,	-0.478113,	-0.466386,	-0.454614,	-0.442798,	-0.43094,	-0.419042,	-0.407105,	-0.395131,	-0.383121,	-0.371077,	-0.359,	-0.346892,	-0.334753,	-0.322587,	-0.310393,	-0.298173,	-0.285928,	-0.27366,	-0.261369,	-0.249057,	-0.236725,	-0.224374,	-0.212005,	-0.199619,	-0.187218,	-0.174802,	-0.162372,	-0.14993,	-0.137476,	-0.125012,	-0.112538,	-0.100056,	-0.0875657,	-0.075069,	-0.0625667,	-0.0500595,	-0.0375487,	-0.025035,	-0.0125196,	-4.82462e-06,	0.0125139,	0.0250338,	0.037548,	0.050059,	0.0625661,	0.0750686,	0.0875653,	0.100055,	0.112538,	0.125012,	0.137476,	0.14993,	0.162372,	0.174801,	0.187217,	0.199619,	0.212004,	0.224373,	0.236724,	0.249056,	0.261368,	0.273659,	0.285928,	0.298172,	0.310392,	0.322586,	0.334753,	0.346891,	0.358999,	0.371076,	0.38312,	0.39513,	0.407104,	0.419042,	0.43094,	0.442798,	0.454614,	0.466386,	0.478112,	0.489791,	0.501421,	0.512999,	0.524524,	0.535993,	0.547404,	0.558755,	0.570043,	0.581265,	0.59242,	0.603504
0.235,	0.602143,	0.613137,	0.624055,	0.634893,	0.645648,	0.656317,	0.666896,	0.677381,	0.687767,	0.698051,	0.708226,	0.718288,	0.728232,	0.738052,	0.74774,	0.757291,	0.766696,	0.775948,	0.785039,	0.793957,	0.802693,	0.811235,	0.81957,	0.827684,	0.835559,	0.843177,	0.850517,	0.857553,	0.864256,	0.870588,	0.876508,	0.881959,	0.886872,	0.891154,	0.894684,	0.897295,	0.898753,	0.898732,	0.896764,	0.892165,	0.883944,	0.870663,	0.85026,	0.819836,	0.775493,	0.712347,	0.625019,	0.508949,	0.362614,	0.190066,	0.00264393,	-0.188006,	-0.363991,	-0.510464,	-0.626012,	-0.71278,	-0.775587,	-0.81981,	-0.850231,	-0.870667,	-0.883977,	-0.892214,	-0.896816,	-0.898777,	-0.898784,	-0.897312,	-0.894696,	-0.891164,	-0.88688,	-0.881966,	-0.876514,	-0.870594,	-0.86426,	-0.857557,	-0.85052,	-0.84318,	-0.835561,	-0.827686,	-0.819572,	-0.811237,	-0.802695,	-0.793958,	-0.78504,	-0.77595,	-0.766697,	-0.757292,	-0.747741,	-0.738052,	-0.728233,	-0.718289,	-0.708227,	-0.698051,	-0.687768,	-0.677382,	-0.666897,	-0.656318,	-0.645649,	-0.634894,	-0.624055,	-0.613138,	-0.602144,	-0.591077,	-0.579941,	-0.568737,	-0.557468,	-0.546137,	-0.534747,	-0.523299,	-0.511796,	-0.50024,	-0.488633,	-0.476977,	-0.465275,	-0.453527,	-0.441736,	-0.429903,	-0.41803,	-0.406119,	-0.394171,	-0.382188,	-0.370171,	-0.358121,	-0.346041,	-0.33393,	-0.321792,	-0.309626,	-0.297435,	-0.285219,	-0.27298,	-0.260719,	-0.248436,	-0.236134,	-0.223813,	-0.211475,	-0.199119,	-0.186748,	-0.174363,	-0.161964,	-0.149553,	-0.13713,	-0.124697,	-0.112255,	-0.0998035,	-0.0873448,	-0.0748796,	-0.0624087,	-0.0499331,	-0.0374538,	-0.0249717,	-0.0124879,	-4.80707e-06,	0.0124823,	0.0249705,	0.0374532,	0.0499325,	0.0624082,	0.0748791,	0.0873444,	0.0998031,	0.112254,	0.124697,	0.13713,	0.149553,	0.161964,	0.174363,	0.186748,	0.199119,	0.211474,	0.223813,	0.236134,	0.248436,	0.260718,	0.27298,	0.285219,	0.297435,	0.309626,	0.321792,	0.33393,	0.34604,	0.358121,	0.37017,	0.382187,	0.39417,	0.406118,	0.41803,	0.429902,	0.441735,	0.453526,	0.465274,	0.476977,	0.488633,	0.500239,	0.511795,	0.523298,	0.534746,	0.546136,	0.557467,	0.568736,	0.57994,	0.591077,	0.602143
